accession	level_1	level_2	level_3	level_4	level_5	level_6
P30656	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
P28074	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
P28062	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
P23724	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
P28063	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
Q60692	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
O55234	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
P28072	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
Q9R1P3	Enzyme	Protease	Threonine protease	Threonine protease PBT clan	Threonine protease T1A subfamily	NULL
P02918	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
P0AD65	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
Q9XDB3	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
Q53707	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
F4NA86	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
Q53729	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
Q53725	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
Q5D1F0	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
Q04707	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
P42971	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
Q53724	Enzyme	Protease	Serine protease	Serine protease unclassified	NULL	NULL
P04574	Enzyme	Protease	Cysteine protease	Cysteine protease CA clan	Cysteine protease C2 family	Cysteine protease C2 regulatory subfamily
Q64537	Enzyme	Protease	Cysteine protease	Cysteine protease CA clan	Cysteine protease C2 family	Cysteine protease C2 regulatory subfamily
O88456	Enzyme	Protease	Cysteine protease	Cysteine protease CA clan	Cysteine protease C2 family	Cysteine protease C2 regulatory subfamily
P04632	Enzyme	Protease	Cysteine protease	Cysteine protease CA clan	Cysteine protease C2 family	Cysteine protease C2 regulatory subfamily
D2K2A8	Enzyme	Protease	Serine protease	Serine protease PA clan	Serine protease S29 family	Serine protease S29 regulatory subfamily
Q9EPR9	Enzyme	Phosphodiesterase	Phosphodiesterase 1	Phosphodiesterase 1A	NULL	NULL
P54750	Enzyme	Phosphodiesterase	Phosphodiesterase 1	Phosphodiesterase 1A	NULL	NULL
P14100	Enzyme	Phosphodiesterase	Phosphodiesterase 1	Phosphodiesterase 1A	NULL	NULL
Q01061	Enzyme	Phosphodiesterase	Phosphodiesterase 1	Phosphodiesterase 1B	NULL	NULL
Q01066	Enzyme	Phosphodiesterase	Phosphodiesterase 1	Phosphodiesterase 1B	NULL	NULL
Q01064	Enzyme	Phosphodiesterase	Phosphodiesterase 1	Phosphodiesterase 1B	NULL	NULL
Q63421	Enzyme	Phosphodiesterase	Phosphodiesterase 1	Phosphodiesterase 1C	NULL	NULL
Q14123	Enzyme	Phosphodiesterase	Phosphodiesterase 1	Phosphodiesterase 1C	NULL	NULL
O00408	Enzyme	Phosphodiesterase	Phosphodiesterase 2	Phosphodiesterase 2A	NULL	NULL
P14099	Enzyme	Phosphodiesterase	Phosphodiesterase 2	Phosphodiesterase 2A	NULL	NULL
Q01062	Enzyme	Phosphodiesterase	Phosphodiesterase 2	Phosphodiesterase 2A	NULL	NULL
Q14432	Enzyme	Phosphodiesterase	Phosphodiesterase 3	Phosphodiesterase 3A	NULL	NULL
Q62865	Enzyme	Phosphodiesterase	Phosphodiesterase 3	Phosphodiesterase 3A	NULL	NULL
Q9XSW7	Enzyme	Phosphodiesterase	Phosphodiesterase 3	Phosphodiesterase 3A	NULL	NULL
Q63085	Enzyme	Phosphodiesterase	Phosphodiesterase 3	Phosphodiesterase 3B	NULL	NULL
Q13370	Enzyme	Phosphodiesterase	Phosphodiesterase 3	Phosphodiesterase 3B	NULL	NULL
E1BN64	Enzyme	Phosphodiesterase	Phosphodiesterase 3	Phosphodiesterase 3B	NULL	NULL
P27815	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4A	NULL	NULL
O89084	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4A	NULL	NULL
O77823	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4A	NULL	NULL
P54748	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4A	NULL	NULL
O89085	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4A	NULL	NULL
Q8VBU5	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4B	NULL	NULL
P14646	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4B	NULL	NULL
Q07343	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4B	NULL	NULL
J3SE37	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4B	NULL	NULL
Q3UEI1	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4C	NULL	NULL
Q08493	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4C	NULL	NULL
P14644	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4C	NULL	NULL
P14270	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4D	NULL	NULL
Q08499	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4D	NULL	NULL
Q01063	Enzyme	Phosphodiesterase	Phosphodiesterase 4	Phosphodiesterase 4D	NULL	NULL
O76074	Enzyme	Phosphodiesterase	Phosphodiesterase 5	Phosphodiesterase 5A	NULL	NULL
Q28156	Enzyme	Phosphodiesterase	Phosphodiesterase 5	Phosphodiesterase 5A	NULL	NULL
Q864F1	Enzyme	Phosphodiesterase	Phosphodiesterase 5	Phosphodiesterase 5A	NULL	NULL
O54735	Enzyme	Phosphodiesterase	Phosphodiesterase 5	Phosphodiesterase 5A	NULL	NULL
O77746	Enzyme	Phosphodiesterase	Phosphodiesterase 5	Phosphodiesterase 5A	NULL	NULL
P11541	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6A	NULL	NULL
P16499	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6A	NULL	NULL
Q28263	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6A	NULL	NULL
P23439	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6B	NULL	NULL
P35913	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6B	NULL	NULL
P16586	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6C	NULL	NULL
P51160	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6C	NULL	NULL
O43924	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6D	NULL	NULL
Q95142	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6D	NULL	NULL
Q9XT54	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6D	NULL	NULL
P18545	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6G	NULL	NULL
P04972	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6G	NULL	NULL
Q13956	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6H	NULL	NULL
P22571	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6H	NULL	NULL
P61250	Enzyme	Phosphodiesterase	Phosphodiesterase 6	Phosphodiesterase 6H	NULL	NULL
Q13946	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7A	NULL	NULL
O08593	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7A	NULL	NULL
P70453	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7A	NULL	NULL
Q8VIE4	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7B	NULL	NULL
Q9NP56	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7B	NULL	NULL
A6QP37	Enzyme	Phosphodiesterase	Phosphodiesterase 7	Phosphodiesterase 7B	NULL	NULL
Q76KC6	Enzyme	Phosphodiesterase	Phosphodiesterase 8	Phosphodiesterase 8A	NULL	NULL
O60658	Enzyme	Phosphodiesterase	Phosphodiesterase 8	Phosphodiesterase 8A	NULL	NULL
O95263	Enzyme	Phosphodiesterase	Phosphodiesterase 8	Phosphodiesterase 8B	NULL	NULL
O76083	Enzyme	Phosphodiesterase	Phosphodiesterase 9	Phosphodiesterase 9A	NULL	NULL
P22792	Enzyme	Protease	Metallo protease	Metallo protease MC clan	Metallo protease M14B subfamily	Metallo protease M14B regulatory subfamily
P51787	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9UK17	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q12809	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P16389	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q09470	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
O43526	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
O43525	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q96RP8	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9NR82	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9Z351	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P56696	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
O95259	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P22459	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P15384	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P22460	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q61762	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q61423	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P63141	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P22001	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P16390	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
O70344	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P10499	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P17658	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P48547	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
O88943	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
O88944	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
O08703	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P15385	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9NZV8	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P15387	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q63881	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q8WNY2	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q16322	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q92953	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q14003	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9NSA2	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9UIX4	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q8TAE7	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9ULD8	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q8TDN2	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q6PIU1	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9BQ31	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9ULS6	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q96KK3	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q96L42	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9NS40	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9H252	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q8NCM2	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9UQ05	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q8TDN1	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9UJ96	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9H3M0	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q03721	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q96PR1	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q14721	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P25122	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
P16388	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9TSZ3	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q9JK96	Ion channel	Voltage-gated ion channel	Potassium channels	Voltage-gated potassium channel	NULL	NULL
Q63065	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase PDHK subfamily	NULL
B5DFI9	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase PDHK subfamily	NULL
Q64536	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase PDHK subfamily	NULL
O54937	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase PDHK subfamily	NULL
Q15119	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase PDHK subfamily	NULL
Q15120	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase PDHK subfamily	NULL
Q16654	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase PDHK subfamily	NULL
Q15118	Enzyme	Kinase	Protein Kinase	Atypical protein kinase group	Atypical protein kinase PDHK subfamily	NULL
Q92542	Enzyme	Protease	Aspartic protease	Aspartic protease AD clan	Aspartic protease A22A subfamily	Aspartic protease A22A regulatory subfamily
Q9Y233	Enzyme	Phosphodiesterase	Phosphodiesterase 10	Phosphodiesterase 10A	NULL	NULL
Q9QYJ6	Enzyme	Phosphodiesterase	Phosphodiesterase 10	Phosphodiesterase 10A	NULL	NULL
Q8CA95	Enzyme	Phosphodiesterase	Phosphodiesterase 10	Phosphodiesterase 10A	NULL	NULL
Q9HCR9	Enzyme	Phosphodiesterase	Phosphodiesterase 11	Phosphodiesterase 11A	NULL	NULL
Q15078	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
O95163	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
O43741	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P13861	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P31323	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P31321	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P67870	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P54619	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
Q9UGJ0	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P67874	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P46020	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P46019	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P31322	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P00515	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
Q93100	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
Q9Y478	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P67871	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
Q9UBU7	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P10644	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
Q9Y6K9	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P80386	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P80385	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P61809	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
Q6PAM0	Enzyme	Kinase	Protein kinase regulatory subunit	NULL	NULL	NULL
P00519	Enzyme	Kinase	Protein Kinase	TK protein kinase group	Tyrosine protein kinase Abl family	NULL
