tid	pref_name	target_type	accession	accession_organism	target_organism
101445	Ras-related C3 botulinum toxin substrate 1	SINGLE PROTEIN	P63000	Homo sapiens	Homo sapiens
102403	DNA (cytosine-5)-methyltransferase 3B	SINGLE PROTEIN	Q9UBC3	Homo sapiens	Homo sapiens
102405	Fatty acid desaturase 2	SINGLE PROTEIN	O95864	Homo sapiens	Homo sapiens
102409	Signal transducer and activator of transcription 1-alpha/beta	SINGLE PROTEIN	P42224	Homo sapiens	Homo sapiens
102411	Transcription factor Sp1	SINGLE PROTEIN	P08047	Homo sapiens	Homo sapiens
102433	BCR/ABL p210 fusion protein	SINGLE PROTEIN	A1Z199	Homo sapiens	Homo sapiens
102437	Kinesin-like protein KIF3B	SINGLE PROTEIN	O15066	Homo sapiens	Homo sapiens
102744	Protein-arginine deiminase type-4	SINGLE PROTEIN	Q9UM07	Homo sapiens	Homo sapiens
102746	Protocadherin-15	SINGLE PROTEIN	Q96QU1	Homo sapiens	Homo sapiens
102747	Phosphoethanolamine/phosphocholine phosphatase	SINGLE PROTEIN	Q8TCT1	Homo sapiens	Homo sapiens
102748	Phospholipase A-2-activating protein	SINGLE PROTEIN	Q9Y263	Homo sapiens	Homo sapiens
102753	Lysosomal protective protein	SINGLE PROTEIN	P10619	Homo sapiens	Homo sapiens
102754	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	SINGLE PROTEIN	Q9UBK2	Homo sapiens	Homo sapiens
102757	Tyrosine-protein phosphatase non-receptor type 9	SINGLE PROTEIN	P43378	Homo sapiens	Homo sapiens
102762	Quinone oxidoreductase	SINGLE PROTEIN	Q08257	Homo sapiens	Homo sapiens
102766	40S ribosomal protein SA	SINGLE PROTEIN	P08865	Homo sapiens	Homo sapiens
102767	Solute carrier family 22 member 12	SINGLE PROTEIN	Q96S37	Homo sapiens	Homo sapiens
101446	Disintegrin and metalloproteinase domain-containing protein 33	SINGLE PROTEIN	Q9BZ11	Homo sapiens	Homo sapiens
101447	Group XIIA secretory phospholipase A2	SINGLE PROTEIN	Q9BZM1	Homo sapiens	Homo sapiens
101448	Serine/threonine-protein kinase DCLK3	SINGLE PROTEIN	Q9C098	Homo sapiens	Homo sapiens
102439	Lysine-specific histone demethylase 1	SINGLE PROTEIN	O60341	Homo sapiens	Homo sapiens
102441	Lysine-specific demethylase 4D	SINGLE PROTEIN	Q6B0I6	Homo sapiens	Homo sapiens
102445	Poly [ADP-ribose] polymerase 4	SINGLE PROTEIN	Q9UKK3	Homo sapiens	Homo sapiens
102447	G protein-coupled receptor kinase 6	SINGLE PROTEIN	P43250	Homo sapiens	Homo sapiens
102770	Serine/threonine-protein kinase SIK3	SINGLE PROTEIN	Q9Y2K2	Homo sapiens	Homo sapiens
102774	Serine/threonine-protein kinase 32A	SINGLE PROTEIN	Q8WU08	Homo sapiens	Homo sapiens
102778	Serine/threonine-protein kinase 31	SINGLE PROTEIN	Q9BXU1	Homo sapiens	Homo sapiens
102780	Alpha-synuclein	SINGLE PROTEIN	P37840	Homo sapiens	Homo sapiens
102782	Threonine aspartase 1	SINGLE PROTEIN	Q9H6P5	Homo sapiens	Homo sapiens
102783	Tankyrase-2	SINGLE PROTEIN	Q9H2K2	Homo sapiens	Homo sapiens
102784	Thiamin pyrophosphokinase 1	SINGLE PROTEIN	Q9H3S4	Homo sapiens	Homo sapiens
102785	Tripeptidyl-peptidase 2	SINGLE PROTEIN	P29144	Homo sapiens	Homo sapiens
102788	Tumor susceptibility gene 101 protein	SINGLE PROTEIN	Q99816	Homo sapiens	Homo sapiens
102791	Ubiquitin carboxyl-terminal hydrolase 5	SINGLE PROTEIN	P45974	Homo sapiens	Homo sapiens
102792	Ubiquitin carboxyl-terminal hydrolase isozyme L1	SINGLE PROTEIN	P09936	Homo sapiens	Homo sapiens
102795	UDP-glucuronosyltransferase 2B10	SINGLE PROTEIN	P36537	Homo sapiens	Homo sapiens
102796	UDP-glucuronosyltransferase 2B15	SINGLE PROTEIN	P54855	Homo sapiens	Homo sapiens
101460	Serine/threonine-protein kinase PFTAIRE-1	SINGLE PROTEIN	O94921	Homo sapiens	Homo sapiens
101461	Chromosome-associated kinesin KIF4A	SINGLE PROTEIN	O95239	Homo sapiens	Homo sapiens
101462	Tankyrase-1	SINGLE PROTEIN	O95271	Homo sapiens	Homo sapiens
101464	Mitogen-activated protein kinase kinase kinase kinase 4	SINGLE PROTEIN	O95819	Homo sapiens	Homo sapiens
101465	Serine/threonine-protein kinase LATS1	SINGLE PROTEIN	O95835	Homo sapiens	Homo sapiens
101466	Protein BAT5	SINGLE PROTEIN	O95870	Homo sapiens	Homo sapiens
101468	Cytochrome b5	SINGLE PROTEIN	P00167	Homo sapiens	Homo sapiens
101471	Cytochrome c oxidase subunit 1	SINGLE PROTEIN	P00395	Homo sapiens	Homo sapiens
101472	Cytochrome c oxidase subunit 2	SINGLE PROTEIN	P00403	Homo sapiens	Homo sapiens
102452	Lysine-specific demethylase 4C	SINGLE PROTEIN	Q9H3R0	Homo sapiens	Homo sapiens
102454	NAD kinase	SINGLE PROTEIN	O95544	Homo sapiens	Homo sapiens
102459	NADP-dependent malic enzyme, mitochondrial	SINGLE PROTEIN	Q16798	Homo sapiens	Homo sapiens
102465	Serine/threonine-protein kinase Sgk3	SINGLE PROTEIN	Q96BR1	Homo sapiens	Homo sapiens
102797	UDP-glucuronosyltransferase 2B28	SINGLE PROTEIN	Q9BY64	Homo sapiens	Homo sapiens
102798	Voltage-dependent anion-selective channel protein 2	SINGLE PROTEIN	P45880	Homo sapiens	Homo sapiens
102799	SPS1/STE20-related protein kinase YSK4	SINGLE PROTEIN	Q56UN5	Homo sapiens	Homo sapiens
102793	Ubiquitin carboxyl-terminal hydrolase isozyme L3	SINGLE PROTEIN	P15374	Homo sapiens	Homo sapiens
102794	UDP-glucuronosyltransferase 2B4	SINGLE PROTEIN	P06133	Homo sapiens	Homo sapiens
103446	Cyclin-dependent kinase-like 3	SINGLE PROTEIN	Q8IVW4	Homo sapiens	Homo sapiens
103448	U4/U6 small nuclear ribonucleoprotein Prp4	SINGLE PROTEIN	O43172	Homo sapiens	Homo sapiens
103449	Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit gamma	SINGLE PROTEIN	O75747	Homo sapiens	Homo sapiens
103452	Mitogen-activated protein kinase kinase kinase 6	SINGLE PROTEIN	O95382	Homo sapiens	Homo sapiens
103453	Mitogen-activated protein kinase kinase kinase 13	SINGLE PROTEIN	O43283	Homo sapiens	Homo sapiens
103784	Transient receptor potential cation channel subfamily V member 6	SINGLE PROTEIN	Q9H1D0	Homo sapiens	Homo sapiens
103536	Segment polarity protein dishevelled homolog DVL-2	SINGLE PROTEIN	O14641	Homo sapiens	Homo sapiens
103537	Protein Mdm4	SINGLE PROTEIN	O15151	Homo sapiens	Homo sapiens
103538	Axin-1	SINGLE PROTEIN	O15169	Homo sapiens	Homo sapiens
103548	Protein Wnt-3a	SINGLE PROTEIN	P56704	Homo sapiens	Homo sapiens
103550	Ras-related protein Rap-1A	SINGLE PROTEIN	P62834	Homo sapiens	Homo sapiens
103796	Amiloride-sensitive cation channel 2, neuronal	SINGLE PROTEIN	P78348	Homo sapiens	Homo sapiens
103797	Chloride channel protein 2	SINGLE PROTEIN	P51788	Homo sapiens	Homo sapiens
103800	Apelin receptor	SINGLE PROTEIN	P35414	Homo sapiens	Homo sapiens
103801	Relaxin receptor 2	SINGLE PROTEIN	Q8WXD0	Homo sapiens	Homo sapiens
103629	Cytochrome b-245 heavy chain	SINGLE PROTEIN	P04839	Homo sapiens	Homo sapiens
103630	NADPH oxidase 1	SINGLE PROTEIN	Q9Y5S8	Homo sapiens	Homo sapiens
103636	ATP-binding cassette sub-family B member 9	SINGLE PROTEIN	Q9NP78	Homo sapiens	Homo sapiens
103638	Transcriptional regulator ERG	SINGLE PROTEIN	P11308	Homo sapiens	Homo sapiens
103640	Atrial natriuretic factor	SINGLE PROTEIN	P01160	Homo sapiens	Homo sapiens
103641	Carnitine O-palmitoyltransferase 1, liver isoform	SINGLE PROTEIN	P50416	Homo sapiens	Homo sapiens
103644	Acidic mammalian chitinase	SINGLE PROTEIN	Q9BZP6	Homo sapiens	Homo sapiens
36	Progesterone receptor	SINGLE PROTEIN	P06401	Homo sapiens	Homo sapiens
11463	GABA receptor alpha-6 subunit	SINGLE PROTEIN	Q16445	Homo sapiens	Homo sapiens
104029	Interleukin-18	SINGLE PROTEIN	Q14116	Homo sapiens	Homo sapiens
104033	Osteopontin	SINGLE PROTEIN	P10451	Homo sapiens	Homo sapiens
104069	Multidrug resistance-associated protein 4	SINGLE PROTEIN	O15439	Homo sapiens	Homo sapiens
104070	Multidrug resistance protein 3	SINGLE PROTEIN	P21439	Homo sapiens	Homo sapiens
104141	Serine hydroxymethyltransferase, cytosolic	SINGLE PROTEIN	P34896	Homo sapiens	Homo sapiens
104142	ATP-binding cassette sub-family B member 5	SINGLE PROTEIN	Q2M3G0	Homo sapiens	Homo sapiens
103936	Peptidyl-prolyl cis-trans isomerase D	SINGLE PROTEIN	Q08752	Homo sapiens	Homo sapiens
103947	Solute carrier organic anion transporter family member 1B1	SINGLE PROTEIN	Q9Y6L6	Homo sapiens	Homo sapiens
103948	Cadherin-2	SINGLE PROTEIN	P19022	Homo sapiens	Homo sapiens
103646	Serine/threonine-protein kinase VRK1	SINGLE PROTEIN	Q99986	Homo sapiens	Homo sapiens
103668	Prelamin-A/C	SINGLE PROTEIN	P02545	Homo sapiens	Homo sapiens
103669	ATP-dependent DNA helicase Q1	SINGLE PROTEIN	P46063	Homo sapiens	Homo sapiens
103670	Bloom syndrome protein	SINGLE PROTEIN	P54132	Homo sapiens	Homo sapiens
104146	Mitotic checkpoint serine/threonine-protein kinase BUB1	SINGLE PROTEIN	O43683	Homo sapiens	Homo sapiens
104147	Probable G-protein coupled receptor 160	SINGLE PROTEIN	Q9UJ42	Homo sapiens	Homo sapiens
104087	UDP-glucuronosyltransferase 1-9	SINGLE PROTEIN	O60656	Homo sapiens	Homo sapiens
104088	UDP-glucuronosyltransferase 1-10	SINGLE PROTEIN	Q9HAW8	Homo sapiens	Homo sapiens
104089	UDP-glucuronosyltransferase 2A1	SINGLE PROTEIN	Q9Y4X1	Homo sapiens	Homo sapiens
104103	Endothelial PAS domain-containing protein 1	SINGLE PROTEIN	Q99814	Homo sapiens	Homo sapiens
104105	Sodium/myo-inositol cotransporter 2	SINGLE PROTEIN	Q8WWX8	Homo sapiens	Homo sapiens
104106	Nicotinamide phosphoribosyltransferase	SINGLE PROTEIN	P43490	Homo sapiens	Homo sapiens
104107	Platelet glycoprotein 4	SINGLE PROTEIN	P16671	Homo sapiens	Homo sapiens
103673	Plectin	SINGLE PROTEIN	Q15149	Homo sapiens	Homo sapiens
103676	MCOLN3 protein	SINGLE PROTEIN	Q8TDD5	Homo sapiens	Homo sapiens
103682	Kruppel-like factor 5	SINGLE PROTEIN	Q13887	Homo sapiens	Homo sapiens
103689	Thrombopoietin	SINGLE PROTEIN	P40225	Homo sapiens	Homo sapiens
103690	Galactokinase	SINGLE PROTEIN	P51570	Homo sapiens	Homo sapiens
103691	Mothers against decapentaplegic homolog 3	SINGLE PROTEIN	P84022	Homo sapiens	Homo sapiens
103769	Solute carrier family 12 member 2	SINGLE PROTEIN	P55011	Homo sapiens	Homo sapiens
103774	SUMO-activating enzyme subunit 1	SINGLE PROTEIN	Q9UBE0	Homo sapiens	Homo sapiens
103904	Prolactin-releasing peptide receptor	SINGLE PROTEIN	P49683	Homo sapiens	Homo sapiens
103911	Coproporphyrinogen-III oxidase, mitochondrial	SINGLE PROTEIN	P36551	Homo sapiens	Homo sapiens
103912	Uroporphyrinogen decarboxylase	SINGLE PROTEIN	P06132	Homo sapiens	Homo sapiens
10054	Glutathione transferase omega 2	SINGLE PROTEIN	Q9H4Y5	Homo sapiens	Homo sapiens
11337	Subtilisin/kexin type 5	SINGLE PROTEIN	Q92824	Homo sapiens	Homo sapiens
10842	Protein kinase N2	SINGLE PROTEIN	Q16513	Homo sapiens	Homo sapiens
12913	Tyrosine-protein kinase TIE-2	SINGLE PROTEIN	Q02763	Homo sapiens	Homo sapiens
10277	Serine/threonine-protein kinase MST2	SINGLE PROTEIN	Q13188	Homo sapiens	Homo sapiens
103698	Serine/threonine-protein phosphatase	SINGLE PROTEIN	Q9BPW0	Homo sapiens	Homo sapiens
103699	Nucleotide-binding oligomerization domain-containing protein 2	SINGLE PROTEIN	Q9HC29	Homo sapiens	Homo sapiens
103700	G-protein coupled receptor 35	SINGLE PROTEIN	Q9HC97	Homo sapiens	Homo sapiens
103770	Solute carrier family 12 member 5	SINGLE PROTEIN	Q9H2X9	Homo sapiens	Homo sapiens
100415	Serine/threonine-protein kinase D2	SINGLE PROTEIN	Q9BZL6	Homo sapiens	Homo sapiens
104175	Apoptotic protease-activating factor 1	SINGLE PROTEIN	O14727	Homo sapiens	Homo sapiens
104180	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	SINGLE PROTEIN	Q9GZU7	Homo sapiens	Homo sapiens
104182	Rho-related GTP-binding protein RhoB	SINGLE PROTEIN	P62745	Homo sapiens	Homo sapiens
104183	Matrix metalloproteinase-25	SINGLE PROTEIN	Q9NPA2	Homo sapiens	Homo sapiens
104185	Far upstream element-binding protein 2	SINGLE PROTEIN	Q92945	Homo sapiens	Homo sapiens
104160	Programmed cell death protein 4	SINGLE PROTEIN	Q53EL6	Homo sapiens	Homo sapiens
104162	Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1	SINGLE PROTEIN	Q92835	Homo sapiens	Homo sapiens
11114	Glutamate receptor ionotropic, AMPA 1	SINGLE PROTEIN	P42261	Homo sapiens	Homo sapiens
10929	Ribosomal protein S6 kinase alpha 1	SINGLE PROTEIN	Q15418	Homo sapiens	Homo sapiens
10824	Prostatic acid phosphatase	SINGLE PROTEIN	P15309	Homo sapiens	Homo sapiens
11970	cAMP-dependent protein kinase, gamma catalytic subunit	SINGLE PROTEIN	P22612	Homo sapiens	Homo sapiens
11720	Casein kinase I alpha	SINGLE PROTEIN	P48729	Homo sapiens	Homo sapiens
103708	Eyes absent homolog 2	SINGLE PROTEIN	O00167	Homo sapiens	Homo sapiens
103709	Regulator of G-protein signaling 12	SINGLE PROTEIN	O14924	Homo sapiens	Homo sapiens
103710	Niemann-Pick C1 protein	SINGLE PROTEIN	O15118	Homo sapiens	Homo sapiens
103719	Polyadenylate-binding protein 1	SINGLE PROTEIN	P11940	Homo sapiens	Homo sapiens
103720	Insulin-degrading enzyme	SINGLE PROTEIN	P14735	Homo sapiens	Homo sapiens
103722	Bromodomain-containing protein 2	SINGLE PROTEIN	P25440	Homo sapiens	Homo sapiens
12723	P-selectin	SINGLE PROTEIN	P16109	Homo sapiens	Homo sapiens
100077	Cell division cycle 7-related protein kinase	SINGLE PROTEIN	O00311	Homo sapiens	Homo sapiens
11873	Mitogen-activated protein kinase kinase kinase 10	SINGLE PROTEIN	Q02779	Homo sapiens	Homo sapiens
11626	Cyclin-dependent kinase 9	SINGLE PROTEIN	P50750	Homo sapiens	Homo sapiens
11177	PI3-kinase p110-delta subunit	SINGLE PROTEIN	O00329	Homo sapiens	Homo sapiens
11172	Glutathione transferase omega 1	SINGLE PROTEIN	P78417	Homo sapiens	Homo sapiens
11231	Lanosterol synthase	SINGLE PROTEIN	P48449	Homo sapiens	Homo sapiens
30018	LIM domain kinase 1	SINGLE PROTEIN	P53667	Homo sapiens	Homo sapiens
12955	Calpain 1	SINGLE PROTEIN	P07384	Homo sapiens	Homo sapiens
101568	Toll-like receptor 8	SINGLE PROTEIN	Q9NR97	Homo sapiens	Homo sapiens
101348	Serine/threonine-protein kinase PRKX	SINGLE PROTEIN	P51817	Homo sapiens	Homo sapiens
102646	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial	SINGLE PROTEIN	O15528	Homo sapiens	Homo sapiens
101421	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	SINGLE PROTEIN	O94760	Homo sapiens	Homo sapiens
103543	Protein Wnt-2	SINGLE PROTEIN	P09544	Homo sapiens	Homo sapiens
103927	Transcription factor GATA-4	SINGLE PROTEIN	P43694	Homo sapiens	Homo sapiens
104167	Ataxin-2	SINGLE PROTEIN	Q99700	Homo sapiens	Homo sapiens
104169	Ubiquitin carboxyl-terminal hydrolase 1	SINGLE PROTEIN	O94782	Homo sapiens	Homo sapiens
104170	Beta-arrestin-1	SINGLE PROTEIN	P49407	Homo sapiens	Homo sapiens
104173	Regulator of G-protein signaling 4	SINGLE PROTEIN	P49798	Homo sapiens	Homo sapiens
104176	Nuclear receptor subfamily 0 group B member 1	SINGLE PROTEIN	P51843	Homo sapiens	Homo sapiens
103755	Taste receptor type 1 member 2	SINGLE PROTEIN	Q8TE23	Homo sapiens	Homo sapiens
103756	Taste receptor type 1 member 3	SINGLE PROTEIN	Q7RTX0	Homo sapiens	Homo sapiens
103780	Oxoeicosanoid receptor 1	SINGLE PROTEIN	Q8TDS5	Homo sapiens	Homo sapiens
103781	Cation channel sperm-associated protein 1	SINGLE PROTEIN	Q8NEC5	Homo sapiens	Homo sapiens
103794	Fatty-acid amide hydrolase 2	SINGLE PROTEIN	Q6GMR7	Homo sapiens	Homo sapiens
103725	ATP-sensitive inward rectifier potassium channel 1	SINGLE PROTEIN	P48048	Homo sapiens	Homo sapiens
103726	Neuropeptides B/W receptor type 1	SINGLE PROTEIN	P48145	Homo sapiens	Homo sapiens
103727	Ras-related protein Rab-9A	SINGLE PROTEIN	P51151	Homo sapiens	Homo sapiens
103728	Ubiquitin carboxyl-terminal hydrolase 14	SINGLE PROTEIN	P54578	Homo sapiens	Homo sapiens
103729	14-3-3 protein gamma	SINGLE PROTEIN	P61981	Homo sapiens	Homo sapiens
103787	Transient receptor potential cation channel subfamily M member 5	SINGLE PROTEIN	Q9NZQ8	Homo sapiens	Homo sapiens
103844	Deoxyribonuclease gamma	SINGLE PROTEIN	Q13609	Homo sapiens	Homo sapiens
103846	Cholecystokinin	SINGLE PROTEIN	P06307	Homo sapiens	Homo sapiens
103847	Growth factor receptor-bound protein 7	SINGLE PROTEIN	Q14451	Homo sapiens	Homo sapiens
103848	C-C motif chemokine 2	SINGLE PROTEIN	P13500	Homo sapiens	Homo sapiens
103849	Antigen-presenting glycoprotein CD1d	SINGLE PROTEIN	P15813	Homo sapiens	Homo sapiens
103854	Beta-nerve growth factor	SINGLE PROTEIN	P01138	Homo sapiens	Homo sapiens
103855	Serine/threonine-protein kinase VRK2	SINGLE PROTEIN	Q86Y07	Homo sapiens	Homo sapiens
104157	78 kDa glucose-regulated protein	SINGLE PROTEIN	P11021	Homo sapiens	Homo sapiens
103542	Eukaryotic translation initiation factor 2 subunit 1	SINGLE PROTEIN	P05198	Homo sapiens	Homo sapiens
100158	Alkaline phosphatase placental type	SINGLE PROTEIN	P05187	Homo sapiens	Homo sapiens
100438	Nucleophosmin	SINGLE PROTEIN	P06748	Homo sapiens	Homo sapiens
20056	Cytochrome P450 2E1	SINGLE PROTEIN	P05181	Homo sapiens	Homo sapiens
101328	Sodium/nucleoside cotransporter 2	SINGLE PROTEIN	O43868	Homo sapiens	Homo sapiens
103465	Serine/threonine-protein kinase A-Raf	SINGLE PROTEIN	P10398	Homo sapiens	Homo sapiens
103731	Peripheral myelin protein 22	SINGLE PROTEIN	Q01453	Homo sapiens	Homo sapiens
103470	Interleukin-5	SINGLE PROTEIN	P05113	Homo sapiens	Homo sapiens
103732	Histone-lysine N-methyltransferase MLL	SINGLE PROTEIN	Q03164	Homo sapiens	Homo sapiens
103655	Nucleotide-binding oligomerization domain-containing protein 1	SINGLE PROTEIN	Q9Y239	Homo sapiens	Homo sapiens
103657	Microtubule-associated protein tau	SINGLE PROTEIN	P10636	Homo sapiens	Homo sapiens
103659	Lysine-specific demethylase 4D-like	SINGLE PROTEIN	B2RXH2	Homo sapiens	Homo sapiens
103660	Ubiquitin carboxyl-terminal hydrolase 2	SINGLE PROTEIN	O75604	Homo sapiens	Homo sapiens
103662	Nuclear receptor subfamily 4 group A member 1	SINGLE PROTEIN	P22736	Homo sapiens	Homo sapiens
103663	Polypyrimidine tract-binding protein 1	SINGLE PROTEIN	P26599	Homo sapiens	Homo sapiens
103665	Survival motor neuron protein	SINGLE PROTEIN	Q16637	Homo sapiens	Homo sapiens
103688	15-hydroxyprostaglandin dehydrogenase [NAD+]	SINGLE PROTEIN	P15428	Homo sapiens	Homo sapiens
103711	Geminin	SINGLE PROTEIN	O75496	Homo sapiens	Homo sapiens
103579	PH domain leucine-rich repeat-containing protein phosphatase 2	SINGLE PROTEIN	Q6ZVD8	Homo sapiens	Homo sapiens
103591	Stearoyl-CoA desaturase 5	SINGLE PROTEIN	Q86SK9	Homo sapiens	Homo sapiens
103593	Ketohexokinase	SINGLE PROTEIN	P50053	Homo sapiens	Homo sapiens
103584	C-C motif chemokine 5	SINGLE PROTEIN	P13501	Homo sapiens	Homo sapiens
103590	Protein arginine N-methyltransferase 6	SINGLE PROTEIN	Q96LA8	Homo sapiens	Homo sapiens
103588	Heat shock cognate 71 kDa protein	SINGLE PROTEIN	P11142	Homo sapiens	Homo sapiens
103477	Serine palmitoyltransferase 2	SINGLE PROTEIN	O15270	Homo sapiens	Homo sapiens
103481	Myc proto-oncogene protein	SINGLE PROTEIN	P01106	Homo sapiens	Homo sapiens
103483	Prolyl 4-hydroxylase subunit alpha-1	SINGLE PROTEIN	P13674	Homo sapiens	Homo sapiens
103489	Tumor necrosis factor receptor superfamily member 1B	SINGLE PROTEIN	P20333	Homo sapiens	Homo sapiens
103491	Tumor necrosis factor receptor superfamily member 5	SINGLE PROTEIN	P25942	Homo sapiens	Homo sapiens
103493	Tumor necrosis factor receptor superfamily member 3	SINGLE PROTEIN	P36941	Homo sapiens	Homo sapiens
103747	Ubiquitin carboxyl-terminal hydrolase BAP1	SINGLE PROTEIN	Q92560	Homo sapiens	Homo sapiens
103749	Relaxin receptor 1	SINGLE PROTEIN	Q9HBX9	Homo sapiens	Homo sapiens
103750	Muscleblind-like protein 1	SINGLE PROTEIN	Q9NR56	Homo sapiens	Homo sapiens
103753	Protein phosphatase methylesterase 1	SINGLE PROTEIN	Q9Y570	Homo sapiens	Homo sapiens
103707	Eukaryotic translation initiation factor 4H	SINGLE PROTEIN	Q15056	Homo sapiens	Homo sapiens
103768	Nuclear receptor coactivator 3	SINGLE PROTEIN	Q9Y6Q9	Homo sapiens	Homo sapiens
103924	Acyl-protein thioesterase 1	SINGLE PROTEIN	O75608	Homo sapiens	Homo sapiens
103929	T-box transcription factor TBX5	SINGLE PROTEIN	Q99593	Homo sapiens	Homo sapiens
103930	Voltage-dependent R-type calcium channel subunit alpha-1E	SINGLE PROTEIN	Q15878	Homo sapiens	Homo sapiens
103961	Microphthalmia-associated transcription factor	SINGLE PROTEIN	O75030	Homo sapiens	Homo sapiens
103970	Acylamino-acid-releasing enzyme	SINGLE PROTEIN	P13798	Homo sapiens	Homo sapiens
103972	X-box-binding protein 1	SINGLE PROTEIN	P17861	Homo sapiens	Homo sapiens
103496	Protein max	SINGLE PROTEIN	P61244	Homo sapiens	Homo sapiens
103508	NADPH oxidase 4	SINGLE PROTEIN	Q9NPH5	Homo sapiens	Homo sapiens
103772	Core-binding factor subunit beta	SINGLE PROTEIN	Q13951	Homo sapiens	Homo sapiens
103773	Nuclear receptor coactivator 1	SINGLE PROTEIN	Q15788	Homo sapiens	Homo sapiens
103835	DNA-directed RNA polymerase II subunit RPB1	SINGLE PROTEIN	P24928	Homo sapiens	Homo sapiens
103950	Placenta growth factor	SINGLE PROTEIN	P49763	Homo sapiens	Homo sapiens
103953	Triggering receptor expressed on myeloid cells 1	SINGLE PROTEIN	Q9NP99	Homo sapiens	Homo sapiens
103829	Solute carrier family 22 member 6	SINGLE PROTEIN	Q4U2R8	Homo sapiens	Homo sapiens
103830	Solute carrier family 22 member 8	SINGLE PROTEIN	Q8TCC7	Homo sapiens	Homo sapiens
103509	Tumor necrosis factor receptor superfamily member EDAR	SINGLE PROTEIN	Q9UNE0	Homo sapiens	Homo sapiens
103511	Splicing factor 3B subunit 3	SINGLE PROTEIN	Q15393	Homo sapiens	Homo sapiens
103513	Dual specificity protein phosphatase 5	SINGLE PROTEIN	Q16690	Homo sapiens	Homo sapiens
103514	Dual specificity protein phosphatase 6	SINGLE PROTEIN	Q16828	Homo sapiens	Homo sapiens
103525	Short transient receptor potential channel 5	SINGLE PROTEIN	Q9UL62	Homo sapiens	Homo sapiens
103526	Transient receptor potential cation channel subfamily M member 7	SINGLE PROTEIN	Q96QT4	Homo sapiens	Homo sapiens
103529	Beta-hexosaminidase subunit alpha	SINGLE PROTEIN	P06865	Homo sapiens	Homo sapiens
104071	Leukotriene C4 synthase	SINGLE PROTEIN	Q16873	Homo sapiens	Homo sapiens
104072	Microsomal glutathione S-transferase 1	SINGLE PROTEIN	P10620	Homo sapiens	Homo sapiens
104073	Microsomal glutathione S-transferase 2	SINGLE PROTEIN	Q99735	Homo sapiens	Homo sapiens
