parent_molregno	accession	parent_chembl_id	target_organism	summary
1620	P16473	CHEMBL30	Homo sapiens	5.8
1620	P25021	CHEMBL30	Homo sapiens	6.66
1620	P27695	CHEMBL30	Homo sapiens	4.4
1620	Q16637	CHEMBL30	Homo sapiens	5.324999999999999
1620	Q8TCC7	CHEMBL30	Homo sapiens	4.155
1620	Q96FL8	CHEMBL30	Homo sapiens	5.92
1712	B2RXH2	CHEMBL31	Homo sapiens	4.6
1712	P00352	CHEMBL31	Homo sapiens	4.55
1712	P15428	CHEMBL31	Homo sapiens	4.55
1712	P16050	CHEMBL31	Homo sapiens	4.7
1712	Q99714	CHEMBL31	Homo sapiens	4.5
1712	Q9NUW8	CHEMBL31	Homo sapiens	4.55
1785	B2RXH2	CHEMBL429	Homo sapiens	4.55
1785	P00352	CHEMBL429	Homo sapiens	4.5
1785	P02545	CHEMBL429	Homo sapiens	6.4
1785	P07550	CHEMBL429	Homo sapiens	7.88
1785	P08588	CHEMBL429	Homo sapiens	8.115
1785	P10253	CHEMBL429	Homo sapiens	5.75
1785	P10635	CHEMBL429	Homo sapiens	6.1
1785	P15428	CHEMBL429	Homo sapiens	4.5
1785	P23975	CHEMBL429	Homo sapiens	5.475
1785	P25100	CHEMBL429	Homo sapiens	6.4350000000000005
1785	P41595	CHEMBL429	Homo sapiens	5.615
1785	Q01959	CHEMBL429	Homo sapiens	5.84
1785	Q16637	CHEMBL429	Homo sapiens	5.25
1785	Q99714	CHEMBL429	Homo sapiens	4.6
1785	Q99720	CHEMBL429	Homo sapiens	5.93
1795	B2RXH2	CHEMBL33	Homo sapiens	4.95
1795	P06746	CHEMBL33	Homo sapiens	4.25
1795	Q96FL8	CHEMBL33	Homo sapiens	4.75
1795	Q9Y256	CHEMBL33	Homo sapiens	4.39
1853	B2RXH2	CHEMBL430	Homo sapiens	4.5
1853	P02545	CHEMBL430	Homo sapiens	6.2
1853	Q99714	CHEMBL430	Homo sapiens	4.4
1994	B2RXH2	CHEMBL434	Homo sapiens	4.824999999999999
1994	P06746	CHEMBL434	Homo sapiens	4.35
1994	P07550	CHEMBL434	Homo sapiens	6.99
1994	P08588	CHEMBL434	Homo sapiens	7.46
1994	P10253	CHEMBL434	Homo sapiens	5.5
1994	P10636	CHEMBL434	Homo sapiens	5.324999999999999
1994	P13945	CHEMBL434	Homo sapiens	8.08
1994	P14416	CHEMBL434	Homo sapiens	4.62
1994	P16473	CHEMBL434	Homo sapiens	6.4
1994	P21917	CHEMBL434	Homo sapiens	5.54
1994	P28482	CHEMBL434	Homo sapiens	7.05
1994	P35462	CHEMBL434	Homo sapiens	5.33
1994	P42345	CHEMBL434	Homo sapiens	4.805
1994	P54132	CHEMBL434	Homo sapiens	8.1
1994	Q01453	CHEMBL434	Homo sapiens	4.095000000000001
1994	Q99714	CHEMBL434	Homo sapiens	6.9
1994	Q9HBX9	CHEMBL434	Homo sapiens	5.5
1994	Q9NUW8	CHEMBL434	Homo sapiens	5.15
2045	P00915	CHEMBL435	Homo sapiens	6.48
2045	P00918	CHEMBL435	Homo sapiens	6.54
2045	P02545	CHEMBL435	Homo sapiens	8.35
2045	P10828	CHEMBL435	Homo sapiens	6.55
2045	P27695	CHEMBL435	Homo sapiens	4.4
2045	Q01453	CHEMBL435	Homo sapiens	4.02
2045	Q16637	CHEMBL435	Homo sapiens	5.9
2046	O43570	CHEMBL35	Homo sapiens	6.58
2046	P00352	CHEMBL35	Homo sapiens	4.4
2046	P00915	CHEMBL35	Homo sapiens	7.21
2046	P00918	CHEMBL35	Homo sapiens	7.19
2046	P22748	CHEMBL35	Homo sapiens	6.25
2046	P23280	CHEMBL35	Homo sapiens	6.61
2046	P28845	CHEMBL35	Homo sapiens	5.42
2046	P35218	CHEMBL35	Homo sapiens	6.3
2046	P43166	CHEMBL35	Homo sapiens	6.29
2046	Q14973	CHEMBL35	Homo sapiens	4.82
2046	Q16790	CHEMBL35	Homo sapiens	6.38
2046	Q9HC97	CHEMBL35	Homo sapiens	5.21
2046	Q9NZ45	CHEMBL35	Homo sapiens	4.955
2046	Q9ULX7	CHEMBL35	Homo sapiens	7.28
2046	Q9Y2D0	CHEMBL35	Homo sapiens	6.49
2080	O15245	CHEMBL36	Homo sapiens	4.87
2080	P00352	CHEMBL36	Homo sapiens	4.4
2080	P00374	CHEMBL36	Homo sapiens	6.365
2080	P02545	CHEMBL36	Homo sapiens	4.5
2080	P04637	CHEMBL36	Homo sapiens	5.0
2080	P06865	CHEMBL36	Homo sapiens	5.07
2080	P07686	CHEMBL36	Homo sapiens	5.195
2080	Q16637	CHEMBL36	Homo sapiens	4.55
2080	Q9NUW8	CHEMBL36	Homo sapiens	4.1
2131	P02545	CHEMBL439	Homo sapiens	6.75
2131	P14618	CHEMBL439	Homo sapiens	4.8
2131	P15428	CHEMBL439	Homo sapiens	4.45
2131	P16050	CHEMBL439	Homo sapiens	5.6
2131	P16473	CHEMBL439	Homo sapiens	4.8
2131	P18054	CHEMBL439	Homo sapiens	5.05
2131	Q99714	CHEMBL439	Homo sapiens	5.65
2166	P02545	CHEMBL441	Homo sapiens	6.45
2203	P06239	CHEMBL442	Homo sapiens	5.19
2203	P06241	CHEMBL442	Homo sapiens	5.5
2203	P07550	CHEMBL442	Homo sapiens	5.64
2203	P08183	CHEMBL442	Homo sapiens	4.425
2203	P08588	CHEMBL442	Homo sapiens	5.5
2203	P08684	CHEMBL442	Homo sapiens	6.0
2203	P08913	CHEMBL442	Homo sapiens	8.885
2203	P14416	CHEMBL442	Homo sapiens	8.605
2203	P18089	CHEMBL442	Homo sapiens	8.585
2203	P18825	CHEMBL442	Homo sapiens	8.33
2203	P21728	CHEMBL442	Homo sapiens	5.91
2203	P24557	CHEMBL442	Homo sapiens	5.51
2203	P25100	CHEMBL442	Homo sapiens	7.465
2203	P28221	CHEMBL442	Homo sapiens	8.58
2203	P28222	CHEMBL442	Homo sapiens	8.52
2203	P28223	CHEMBL442	Homo sapiens	8.46
2203	P28335	CHEMBL442	Homo sapiens	7.395
2203	P35462	CHEMBL442	Homo sapiens	8.6
2203	P41595	CHEMBL442	Homo sapiens	8.56
2203	P47898	CHEMBL442	Homo sapiens	7.805
2203	P50406	CHEMBL442	Homo sapiens	8.855
2208	B2RXH2	CHEMBL38	Homo sapiens	4.55
2208	O75496	CHEMBL38	Homo sapiens	4.45
2208	P00352	CHEMBL38	Homo sapiens	4.575
2208	P0DMS8	CHEMBL38	Homo sapiens	5.405
2208	P10276	CHEMBL38	Homo sapiens	7.77
2208	P10636	CHEMBL38	Homo sapiens	4.574999999999999
2208	P10826	CHEMBL38	Homo sapiens	7.845
2208	P13631	CHEMBL38	Homo sapiens	9.3
2208	P19793	CHEMBL38	Homo sapiens	6.48
2208	P28482	CHEMBL38	Homo sapiens	6.24
2208	P28702	CHEMBL38	Homo sapiens	7.27
2208	P35398	CHEMBL38	Homo sapiens	6.7
2208	P41595	CHEMBL38	Homo sapiens	6.545
2208	P46063	CHEMBL38	Homo sapiens	4.4
2208	P48443	CHEMBL38	Homo sapiens	6.715
2208	P51449	CHEMBL38	Homo sapiens	5.725
2208	P54132	CHEMBL38	Homo sapiens	7.65
2208	Q16637	CHEMBL38	Homo sapiens	6.1
2208	Q16665	CHEMBL38	Homo sapiens	6.6
2208	Q92753	CHEMBL38	Homo sapiens	6.725
2214	P08908	CHEMBL39	Homo sapiens	8.475
2214	P0DMS8	CHEMBL39	Homo sapiens	7.1
2214	P10636	CHEMBL39	Homo sapiens	4.4
2214	P16473	CHEMBL39	Homo sapiens	4.5
2214	P21728	CHEMBL39	Homo sapiens	5.01
2214	P28221	CHEMBL39	Homo sapiens	8.780000000000001
2214	P28222	CHEMBL39	Homo sapiens	7.92
2214	P28223	CHEMBL39	Homo sapiens	7.245
2214	P28335	CHEMBL39	Homo sapiens	7.95
2214	P28566	CHEMBL39	Homo sapiens	7.965
2214	P34969	CHEMBL39	Homo sapiens	9.1
2214	P41595	CHEMBL39	Homo sapiens	8.600000000000001
2214	P46063	CHEMBL39	Homo sapiens	4.4
2214	P46098	CHEMBL39	Homo sapiens	6.545
2214	P47898	CHEMBL39	Homo sapiens	6.785
2214	P50406	CHEMBL39	Homo sapiens	7.03
2214	Q13639	CHEMBL39	Homo sapiens	6.96
2214	Q6W5P4	CHEMBL39	Homo sapiens	4.5
2223	O15118	CHEMBL41	Homo sapiens	4.24
2223	O75496	CHEMBL41	Homo sapiens	4.85
2223	O95069	CHEMBL41	Homo sapiens	4.785
2223	P02545	CHEMBL41	Homo sapiens	5.85
2223	P08912	CHEMBL41	Homo sapiens	5.9399999999999995
2223	P08913	CHEMBL41	Homo sapiens	8.2
2223	P10635	CHEMBL41	Homo sapiens	6.16
2223	P11229	CHEMBL41	Homo sapiens	5.800000000000001
2223	P15428	CHEMBL41	Homo sapiens	5.45
2223	P18089	CHEMBL41	Homo sapiens	5.99
2223	P20309	CHEMBL41	Homo sapiens	5.78
2223	P23975	CHEMBL41	Homo sapiens	5.81
2223	P28223	CHEMBL41	Homo sapiens	6.984999999999999
2223	P28335	CHEMBL41	Homo sapiens	7.14
2223	P31645	CHEMBL41	Homo sapiens	8.14
2223	P42345	CHEMBL41	Homo sapiens	4.63
2223	P42858	CHEMBL41	Homo sapiens	4.45
2223	P50406	CHEMBL41	Homo sapiens	5.945
2223	P51151	CHEMBL41	Homo sapiens	4.24
2223	Q01453	CHEMBL41	Homo sapiens	4.47
2223	Q01959	CHEMBL41	Homo sapiens	5.199999999999999
2223	Q12809	CHEMBL41	Homo sapiens	5.665
2223	Q99720	CHEMBL41	Homo sapiens	6.49
2223	Q9Y5N1	CHEMBL41	Homo sapiens	5.14
2247	P00352	CHEMBL443	Homo sapiens	4.95
2247	P10636	CHEMBL443	Homo sapiens	5.05
2261	P02545	CHEMBL42	Homo sapiens	5.5
2261	P06746	CHEMBL42	Homo sapiens	4.1
2261	P07305	CHEMBL42	Homo sapiens	9.0
2261	P08172	CHEMBL42	Homo sapiens	6.77
2261	P08173	CHEMBL42	Homo sapiens	7.625
2261	P08908	CHEMBL42	Homo sapiens	6.85
2261	P08912	CHEMBL42	Homo sapiens	7.89
2261	P08913	CHEMBL42	Homo sapiens	7.05
2261	P0DMS8	CHEMBL42	Homo sapiens	6.81
2261	P0DP23	CHEMBL42	Homo sapiens	4.7
2261	P10636	CHEMBL42	Homo sapiens	4.6
2261	P11229	CHEMBL42	Homo sapiens	8.2
2261	P14416	CHEMBL42	Homo sapiens	6.89
2261	P16473	CHEMBL42	Homo sapiens	4.5
2261	P18089	CHEMBL42	Homo sapiens	7.64
2261	P18825	CHEMBL42	Homo sapiens	8.32
2261	P19838	CHEMBL42	Homo sapiens	6.0
2261	P20309	CHEMBL42	Homo sapiens	7.11
2261	P21728	CHEMBL42	Homo sapiens	6.97
2261	P21917	CHEMBL42	Homo sapiens	7.4
2261	P21918	CHEMBL42	Homo sapiens	6.63
2261	P23975	CHEMBL42	Homo sapiens	5.835
2261	P25021	CHEMBL42	Homo sapiens	5.445
2261	P25100	CHEMBL42	Homo sapiens	7.615
2261	P28222	CHEMBL42	Homo sapiens	6.0
2261	P28223	CHEMBL42	Homo sapiens	8.135000000000002
2261	P28335	CHEMBL42	Homo sapiens	7.855
2261	P28482	CHEMBL42	Homo sapiens	4.5
2261	P28566	CHEMBL42	Homo sapiens	6.0
2261	P31645	CHEMBL42	Homo sapiens	6.26
2261	P34969	CHEMBL42	Homo sapiens	7.6
2261	P35348	CHEMBL42	Homo sapiens	7.859999999999999
2261	P35367	CHEMBL42	Homo sapiens	8.74
2261	P35368	CHEMBL42	Homo sapiens	8.0
2261	P35462	CHEMBL42	Homo sapiens	6.53
2261	P41595	CHEMBL42	Homo sapiens	8.05
2261	P46098	CHEMBL42	Homo sapiens	6.365
2261	P47898	CHEMBL42	Homo sapiens	6.0
2261	P50406	CHEMBL42	Homo sapiens	8.02
2261	P54132	CHEMBL42	Homo sapiens	8.46
2261	Q01453	CHEMBL42	Homo sapiens	4.32
2261	Q12809	CHEMBL42	Homo sapiens	5.455
2261	Q16637	CHEMBL42	Homo sapiens	4.9
2261	Q99714	CHEMBL42	Homo sapiens	4.4
2261	Q9H3N8	CHEMBL42	Homo sapiens	7.15
2261	Q9NUW8	CHEMBL42	Homo sapiens	5.9
2261	Q9Y5N1	CHEMBL42	Homo sapiens	6.2
2262	O15118	CHEMBL445	Homo sapiens	4.24
2262	P02545	CHEMBL445	Homo sapiens	6.6
2262	P04637	CHEMBL445	Homo sapiens	4.7
2262	P07949	CHEMBL445	Homo sapiens	5.5600000000000005
2262	P08172	CHEMBL445	Homo sapiens	6.6850000000000005
2262	P08173	CHEMBL445	Homo sapiens	7.455
2262	P08912	CHEMBL445	Homo sapiens	7.635
2262	P08913	CHEMBL445	Homo sapiens	6.345
2262	P10635	CHEMBL445	Homo sapiens	6.0
2262	P10636	CHEMBL445	Homo sapiens	5.0
2262	P11229	CHEMBL445	Homo sapiens	7.395
2262	P16473	CHEMBL445	Homo sapiens	5.1
2262	P18089	CHEMBL445	Homo sapiens	7.2
2262	P18825	CHEMBL445	Homo sapiens	7.105
2262	P20309	CHEMBL445	Homo sapiens	7.105
2262	P21728	CHEMBL445	Homo sapiens	6.42
2262	P23975	CHEMBL445	Homo sapiens	8.495000000000001
2262	P25021	CHEMBL445	Homo sapiens	5.635
2262	P25100	CHEMBL445	Homo sapiens	6.715
2262	P28223	CHEMBL445	Homo sapiens	7.555
2262	P28335	CHEMBL445	Homo sapiens	7.945
2262	P31645	CHEMBL445	Homo sapiens	8.025
2262	P33261	CHEMBL445	Homo sapiens	5.52
2262	P35367	CHEMBL445	Homo sapiens	7.765000000000001
2262	P35462	CHEMBL445	Homo sapiens	6.98
2262	P40225	CHEMBL445	Homo sapiens	4.9
2262	P41595	CHEMBL445	Homo sapiens	6.970000000000001
2262	P42345	CHEMBL445	Homo sapiens	4.63
2262	P42858	CHEMBL445	Homo sapiens	4.6
2262	P50406	CHEMBL445	Homo sapiens	6.59
2262	P51151	CHEMBL445	Homo sapiens	4.24
2262	Q01453	CHEMBL445	Homo sapiens	4.57
2262	Q01959	CHEMBL445	Homo sapiens	5.83
2262	Q16637	CHEMBL445	Homo sapiens	4.625
2262	Q6W5P4	CHEMBL445	Homo sapiens	7.1
2326	P14780	CHEMBL447	Homo sapiens	5.58
2327	B2RXH2	CHEMBL448	Homo sapiens	4.4
2327	P00352	CHEMBL448	Homo sapiens	4.5
2327	P18507	CHEMBL448	Homo sapiens	4.3
2327	P28472	CHEMBL448	Homo sapiens	4.06
2327	P47869	CHEMBL448	Homo sapiens	4.3
2327	P47870	CHEMBL448	Homo sapiens	4.3
2431	P14867	CHEMBL451	Homo sapiens	6.165
2431	P18507	CHEMBL451	Homo sapiens	6.33
2431	P28472	CHEMBL451	Homo sapiens	6.33
2431	P31644	CHEMBL451	Homo sapiens	6.355
2431	P34903	CHEMBL451	Homo sapiens	6.33
2431	P35367	CHEMBL451	Homo sapiens	6.215
2431	P47869	CHEMBL451	Homo sapiens	6.375
2525	P00374	CHEMBL455	Homo sapiens	4.75
2525	P16473	CHEMBL455	Homo sapiens	6.2
2525	Q16637	CHEMBL455	Homo sapiens	5.95
2525	Q9NUW8	CHEMBL455	Homo sapiens	5.05
2580	B2RXH2	CHEMBL43	Homo sapiens	4.55
2580	O15245	CHEMBL43	Homo sapiens	5.3
2580	O75496	CHEMBL43	Homo sapiens	4.45
2580	P00352	CHEMBL43	Homo sapiens	4.45
2580	P02545	CHEMBL43	Homo sapiens	5.275
2580	P04637	CHEMBL43	Homo sapiens	5.55
2580	P06280	CHEMBL43	Homo sapiens	4.425
2580	P10636	CHEMBL43	Homo sapiens	4.85
2580	P11388	CHEMBL43	Homo sapiens	5.0
2580	P15428	CHEMBL43	Homo sapiens	4.45
2580	P16473	CHEMBL43	Homo sapiens	4.4
2580	P27695	CHEMBL43	Homo sapiens	4.35
2580	P29466	CHEMBL43	Homo sapiens	4.8
2580	P40225	CHEMBL43	Homo sapiens	5.6
2580	P42226	CHEMBL43	Homo sapiens	4.6
2580	P42345	CHEMBL43	Homo sapiens	6.28
2580	P43351	CHEMBL43	Homo sapiens	5.17
2580	P46063	CHEMBL43	Homo sapiens	4.95
2580	P51151	CHEMBL43	Homo sapiens	4.14
2580	P54132	CHEMBL43	Homo sapiens	4.3
2580	P55210	CHEMBL43	Homo sapiens	4.8
2580	Q01453	CHEMBL43	Homo sapiens	7.07
2580	Q03164	CHEMBL43	Homo sapiens	4.8
2580	Q12809	CHEMBL43	Homo sapiens	6.68
2580	Q16637	CHEMBL43	Homo sapiens	5.45
2580	Q16665	CHEMBL43	Homo sapiens	5.3
2580	Q6W5P4	CHEMBL43	Homo sapiens	5.0
2580	Q99714	CHEMBL43	Homo sapiens	4.5
2654	P00352	CHEMBL456	Homo sapiens	4.625
2654	P02545	CHEMBL456	Homo sapiens	5.4
2654	P04637	CHEMBL456	Homo sapiens	4.4
2654	P08263	CHEMBL456	Homo sapiens	5.3
2654	P09211	CHEMBL456	Homo sapiens	5.4350000000000005
2654	P10636	CHEMBL456	Homo sapiens	4.875
2654	P16473	CHEMBL456	Homo sapiens	4.8
2654	P42858	CHEMBL456	Homo sapiens	5.25
2654	P46063	CHEMBL456	Homo sapiens	4.45
2654	Q13315	CHEMBL456	Homo sapiens	4.4
2654	Q14376	CHEMBL456	Homo sapiens	4.85
2654	Q16665	CHEMBL456	Homo sapiens	4.9
2654	Q6W5P4	CHEMBL456	Homo sapiens	4.9
2994	P02766	CHEMBL457	Homo sapiens	7.0
2994	P16473	CHEMBL457	Homo sapiens	4.8
2994	Q07869	CHEMBL457	Homo sapiens	4.23
2994	Q16637	CHEMBL457	Homo sapiens	5.35
2994	Q9NUW8	CHEMBL457	Homo sapiens	4.15
2994	Q9NZ45	CHEMBL457	Homo sapiens	5.14
3012	B2RXH2	CHEMBL45	Homo sapiens	4.65
3012	P00352	CHEMBL45	Homo sapiens	4.4
3012	P15428	CHEMBL45	Homo sapiens	4.55
3012	P16083	CHEMBL45	Homo sapiens	5.18
3012	P48039	CHEMBL45	Homo sapiens	9.620000000000001
3012	P49286	CHEMBL45	Homo sapiens	9.385000000000002
3012	P51151	CHEMBL45	Homo sapiens	4.85
3012	P54132	CHEMBL45	Homo sapiens	8.8
3012	Q01453	CHEMBL45	Homo sapiens	4.07
3012	Q16678	CHEMBL45	Homo sapiens	4.85
3012	Q99714	CHEMBL45	Homo sapiens	4.4
3012	Q9NUW8	CHEMBL45	Homo sapiens	4.25
3059	P00390	CHEMBL8085	Homo sapiens	4.234999999999999
3183	O15244	CHEMBL46	Homo sapiens	5.77
3183	O15245	CHEMBL46	Homo sapiens	4.69
3183	O75751	CHEMBL46	Homo sapiens	4.76
3183	P17787	CHEMBL46	Homo sapiens	4.18
3183	P30926	CHEMBL46	Homo sapiens	4.57
3183	P32297	CHEMBL46	Homo sapiens	4.57
3183	P41595	CHEMBL46	Homo sapiens	6.24
3183	P43681	CHEMBL46	Homo sapiens	4.18
3183	P46098	CHEMBL46	Homo sapiens	8.55
3183	Q12809	CHEMBL46	Homo sapiens	6.245
3183	Q86VL8	CHEMBL46	Homo sapiens	6.66
3183	Q96FL8	CHEMBL46	Homo sapiens	7.16
3345	P02545	CHEMBL47	Homo sapiens	6.95
3345	P10636	CHEMBL47	Homo sapiens	5.45
3345	P49638	CHEMBL47	Homo sapiens	5.62
3599	B2RXH2	CHEMBL49	Homo sapiens	4.4
3599	O15244	CHEMBL49	Homo sapiens	4.92
3599	P00352	CHEMBL49	Homo sapiens	5.35
3599	P08908	CHEMBL49	Homo sapiens	7.6899999999999995
3599	P14416	CHEMBL49	Homo sapiens	6.73
3599	P25100	CHEMBL49	Homo sapiens	6.125
3599	P28223	CHEMBL49	Homo sapiens	5.64
3599	P35462	CHEMBL49	Homo sapiens	7.59
3599	P41595	CHEMBL49	Homo sapiens	6.220000000000001
3599	Q01453	CHEMBL49	Homo sapiens	4.07
3599	Q12809	CHEMBL49	Homo sapiens	5.4
3599	Q16665	CHEMBL49	Homo sapiens	4.9
3599	Q86VL8	CHEMBL49	Homo sapiens	4.34
3599	Q96FL8	CHEMBL49	Homo sapiens	5.77
3599	Q99720	CHEMBL49	Homo sapiens	6.484999999999999
3730	B2RXH2	CHEMBL459	Homo sapiens	5.4
3730	O75604	CHEMBL459	Homo sapiens	4.65
3730	P00352	CHEMBL459	Homo sapiens	4.75
3730	P00533	CHEMBL459	Homo sapiens	5.28
3730	P02545	CHEMBL459	Homo sapiens	4.45
3730	P06241	CHEMBL459	Homo sapiens	5.29
3730	P06746	CHEMBL459	Homo sapiens	5.9
3730	P10253	CHEMBL459	Homo sapiens	5.45
3730	P10636	CHEMBL459	Homo sapiens	5.15
3730	P15428	CHEMBL459	Homo sapiens	4.575
3730	P16050	CHEMBL459	Homo sapiens	5.9
3730	P27695	CHEMBL459	Homo sapiens	5.1
3730	P42345	CHEMBL459	Homo sapiens	4.605
3730	P46063	CHEMBL459	Homo sapiens	5.65
3730	P54132	CHEMBL459	Homo sapiens	5.45
3730	P55212	CHEMBL459	Homo sapiens	4.41
3730	Q01453	CHEMBL459	Homo sapiens	4.07
3730	Q99714	CHEMBL459	Homo sapiens	6.9
3730	Q9NUW8	CHEMBL459	Homo sapiens	6.199999999999999
3799	P02545	CHEMBL460	Homo sapiens	5.2
3799	P34969	CHEMBL460	Homo sapiens	6.58
3799	P54132	CHEMBL460	Homo sapiens	4.7
3854	B2RXH2	CHEMBL53	Homo sapiens	4.5
3854	O15245	CHEMBL53	Homo sapiens	4.68
3854	P00352	CHEMBL53	Homo sapiens	4.55
3854	P02545	CHEMBL53	Homo sapiens	4.5
3854	P04637	CHEMBL53	Homo sapiens	4.9
3854	P08908	CHEMBL53	Homo sapiens	6.53
3854	P10253	CHEMBL53	Homo sapiens	5.1
3854	P10636	CHEMBL53	Homo sapiens	4.675000000000001
3854	P11413	CHEMBL53	Homo sapiens	4.46
3854	P14416	CHEMBL53	Homo sapiens	7.5
3854	P14618	CHEMBL53	Homo sapiens	6.05
3854	P15428	CHEMBL53	Homo sapiens	5.25
3854	P21728	CHEMBL53	Homo sapiens	6.54
3854	P21917	CHEMBL53	Homo sapiens	8.21
3854	P28482	CHEMBL53	Homo sapiens	4.975
3854	P34949	CHEMBL53	Homo sapiens	4.84
3854	P35462	CHEMBL53	Homo sapiens	8.075
3854	P42858	CHEMBL53	Homo sapiens	4.45
3854	P43351	CHEMBL53	Homo sapiens	5.15
3854	P46063	CHEMBL53	Homo sapiens	4.5
3854	Q00987	CHEMBL53	Homo sapiens	6.6899999999999995
3854	Q07820	CHEMBL53	Homo sapiens	5.36
3854	Q16637	CHEMBL53	Homo sapiens	4.45
3854	Q99714	CHEMBL53	Homo sapiens	6.15
3854	Q9HC16	CHEMBL53	Homo sapiens	4.58
3854	Q9NUW8	CHEMBL53	Homo sapiens	6.55
3854	Q9Y468	CHEMBL53	Homo sapiens	4.5
3859	O95069	CHEMBL54	Homo sapiens	5.26
3859	P07305	CHEMBL54	Homo sapiens	6.11
3859	P08908	CHEMBL54	Homo sapiens	5.44
3859	P08912	CHEMBL54	Homo sapiens	5.48
3859	P08913	CHEMBL54	Homo sapiens	5.515000000000001
3859	P11229	CHEMBL54	Homo sapiens	5.8
3859	P14416	CHEMBL54	Homo sapiens	8.71
3859	P16050	CHEMBL54	Homo sapiens	4.6
3859	P16473	CHEMBL54	Homo sapiens	4.4
3859	P18089	CHEMBL54	Homo sapiens	6.04
3859	P18825	CHEMBL54	Homo sapiens	6.15
3859	P19838	CHEMBL54	Homo sapiens	6.55
3859	P21728	CHEMBL54	Homo sapiens	7.09
3859	P21917	CHEMBL54	Homo sapiens	8.2
3859	P21918	CHEMBL54	Homo sapiens	7.32
3859	P23975	CHEMBL54	Homo sapiens	5.74
3859	P25021	CHEMBL54	Homo sapiens	5.9350000000000005
3859	P25100	CHEMBL54	Homo sapiens	7.234999999999999
3859	P28223	CHEMBL54	Homo sapiens	6.96
3859	P28335	CHEMBL54	Homo sapiens	5.4
3859	P31645	CHEMBL54	Homo sapiens	5.75
3859	P34969	CHEMBL54	Homo sapiens	5.96
3859	P35348	CHEMBL54	Homo sapiens	7.96
3859	P35367	CHEMBL54	Homo sapiens	6.36
3859	P35372	CHEMBL54	Homo sapiens	5.805
3859	P35462	CHEMBL54	Homo sapiens	8.184999999999999
3859	P40225	CHEMBL54	Homo sapiens	5.2
3859	P41595	CHEMBL54	Homo sapiens	5.785
3859	P42345	CHEMBL54	Homo sapiens	4.63
3859	P50406	CHEMBL54	Homo sapiens	5.22
3859	Q01453	CHEMBL54	Homo sapiens	4.22
3859	Q12809	CHEMBL54	Homo sapiens	7.5
3859	Q15125	CHEMBL54	Homo sapiens	6.72
3859	Q5BJF2	CHEMBL54	Homo sapiens	7.8
3859	Q99720	CHEMBL54	Homo sapiens	8.2
3965	B2RXH2	CHEMBL55	Homo sapiens	4.4
3965	O15118	CHEMBL55	Homo sapiens	5.85
3965	O15244	CHEMBL55	Homo sapiens	5.92
3965	O15245	CHEMBL55	Homo sapiens	4.66
3965	O75365	CHEMBL55	Homo sapiens	4.27
3965	O75496	CHEMBL55	Homo sapiens	4.75
3965	O75751	CHEMBL55	Homo sapiens	5.02
3965	P00352	CHEMBL55	Homo sapiens	4.375
3965	P02545	CHEMBL55	Homo sapiens	5.2
3965	P04271	CHEMBL55	Homo sapiens	6.0
3965	P06746	CHEMBL55	Homo sapiens	5.65
3965	P08172	CHEMBL55	Homo sapiens	6.07
3965	P08173	CHEMBL55	Homo sapiens	6.23
3965	P08912	CHEMBL55	Homo sapiens	5.609999999999999
3965	P08913	CHEMBL55	Homo sapiens	6.075
3965	P10636	CHEMBL55	Homo sapiens	4.5
3965	P14618	CHEMBL55	Homo sapiens	7.3
3965	P16050	CHEMBL55	Homo sapiens	4.4
3965	P19801	CHEMBL55	Homo sapiens	6.54
3965	P21397	CHEMBL55	Homo sapiens	6.1
3965	P21673	CHEMBL55	Homo sapiens	5.7
3965	P23975	CHEMBL55	Homo sapiens	5.66
3965	P28223	CHEMBL55	Homo sapiens	6.0600000000000005
3965	P28335	CHEMBL55	Homo sapiens	5.62
3965	P35462	CHEMBL55	Homo sapiens	5.635
3965	P38398	CHEMBL55	Homo sapiens	4.4
3965	P40225	CHEMBL55	Homo sapiens	5.1
3965	P42345	CHEMBL55	Homo sapiens	4.955
3965	P42858	CHEMBL55	Homo sapiens	4.5
3965	P46063	CHEMBL55	Homo sapiens	5.0
3965	P51151	CHEMBL55	Homo sapiens	5.045
3965	P54132	CHEMBL55	Homo sapiens	4.6
3965	Q01959	CHEMBL55	Homo sapiens	5.55
3965	Q05586	CHEMBL55	Homo sapiens	6.14
3965	Q12809	CHEMBL55	Homo sapiens	4.8
3965	Q12879	CHEMBL55	Homo sapiens	6.14
3965	Q16637	CHEMBL55	Homo sapiens	4.825
3965	Q16665	CHEMBL55	Homo sapiens	4.5
3965	Q86VL8	CHEMBL55	Homo sapiens	5.275
3965	Q96FL8	CHEMBL55	Homo sapiens	5.7
4011	B2RXH2	CHEMBL463	Homo sapiens	4.5
4011	P10636	CHEMBL463	Homo sapiens	4.525
4011	Q16665	CHEMBL463	Homo sapiens	5.3
4011	Q4U2R8	CHEMBL463	Homo sapiens	5.14
4011	Q8TCC7	CHEMBL463	Homo sapiens	4.71
4345	P00352	CHEMBL57	Homo sapiens	4.45
4345	P02545	CHEMBL57	Homo sapiens	7.45
4345	P06746	CHEMBL57	Homo sapiens	4.45
4345	P28482	CHEMBL57	Homo sapiens	5.25
4496	P21554	CHEMBL465	Homo sapiens	7.77
4496	P23415	CHEMBL465	Homo sapiens	5.89
4496	P34972	CHEMBL465	Homo sapiens	7.44
